city,lat,lng,country,population
Ylivieska,64.0722,24.5375,Finland,15039
Park City,40.6505,-111.502,United States,15061
Oldsmar,28.0507,-82.6698,United States,15061
Spitak,40.8372,44.2675,Armenia,15000
Lohfelden,51.2716,9.5487,Germany,14202
Washington Court House,39.5383,-83.4279,United States,15059
Sasso Marconi,44.4,11.25,Italy,14903
Northborough,42.3231,-71.6462,United States,15056
Coto de Caza,33.5961,-117.5862,United States,15056
Whitman,42.08,-70.9399,United States,15056
Clifton,53.9721,-1.0979,United Kingdom,13548
Mizil,45,26.4406,Romania,14312
Canteleu,49.4511,1.0361,France,14244
Obando,4.5761,-75.9731,Colombia,14980
Tamarana,-23.7228,-51.0969,Brazil,15040
Pontinia,41.4083,13.0443,Italy,14915
Sorso,40.7983,8.5772,Italy,14826
Carmignano,43.8103,11.0149,Italy,14663
Esbiaat,32.2044,-8.5608,Morocco,14986
Zapolyarnyy,69.4167,30.8,Russia,15037
Breukelen,52.1725,4.9986,Netherlands,14736
Morwell,-38.2333,146.4,Australia,14026
Uhingen,48.7058,9.5919,Germany,14422
Tierra Blanca,21.1011,-100.1578,Mexico,14515
Berkovitsa,43.2371,23.1251,Bulgaria,14993
Bludenz,47.1533,9.8219,Austria,14539
Turnov,50.5873,15.1569,Czechia,14391
Douar Souk L‘qolla,35.0717,-5.5703,Morocco,14965
Neu-Anspach,50.3003,8.5072,Germany,14618
Upper Southampton,40.1723,-75.0362,United States,15018
Qiaoyang,35.0716,104.1846,China,14851
Bad Bramstedt,53.9186,9.8844,Germany,14420
Bonanza,14.0167,-84.5833,Nicaragua,15000
Massalubrense,40.6167,14.35,Italy,14294
San Juan,10.2667,125.1833,Philippines,14858
Depew,42.9117,-78.7044,United States,15011
Susanville,40.4205,-120.6129,United States,15010
Chaguarama,9.2159,-63.7523,Venezuela,15000
Mariestad,58.705,13.828,Sweden,14891
Aghbal,34.9382,-2.1455,Morocco,14908
Belchertown,42.2787,-72.4004,United States,15005
Mittweida,50.9856,12.9811,Germany,14645
Swampscott,42.4757,-70.9068,United States,15002
Iharan̈a,-13.375,50.01,Madagascar,15000
Vandalia,39.879,-84.193,United States,14997
Auriflama,-20.6858,-50.555,Brazil,14961
Botelhos,-21.6424,-46.3937,Brazil,14949
Carmo de Minas,-22.1219,-45.1289,Brazil,14947
Tabant,31.6581,-6.42,Morocco,14963
Willow Grove,40.1495,-75.1178,United States,14992
Shlisselburg,59.95,31.0333,Russia,14763
Jardim de Piranhas,-6.3789,-37.3519,Brazil,14942
Brasil Novo,-3.2619,-52.6678,Brazil,14983
Iporã,-24.0028,-53.7039,Brazil,14981
Drahichyn,52.1833,25.15,Belarus,14963
Araceli,10.5529,119.9904,Philippines,14909
Coribe,-13.8289,-44.4539,Brazil,14976
Człuchów,53.65,17.3667,Poland,13869
Malo,45.6582,11.4047,Italy,14855
Jinta,37.8573,102.5775,China,14830
Rebouças,-25.6208,-50.6928,Brazil,14946
Verdal,63.7922,11.4817,Norway,14948
Andrésy,48.9808,2.0583,France,13078
Detva,48.5572,19.4208,Slovakia,14751
Tsumeb,-19.25,17.7167,Namibia,14959
Pudtol,18.15,121.2833,Philippines,14925
Serhetabat,35.2833,62.35,Turkmenistan,14940
Gourrama,32.3375,-4.0761,Morocco,14927
Cold Lake,54.4642,-110.1825,Canada,14961
Saint-Fargeau,48.5328,2.5447,France,14109
Sarmīn,35.9,36.7167,Syria,14530
Woippy,49.1511,6.1514,France,13998
Novi Pazar,43.3476,27.1981,Bulgaria,14931
Quinapundan,11.15,125.5167,Philippines,14779
Bni Darkoul,35.0563,-5.0688,Morocco,14779
Cuarte de Huerva,41.5833,-0.9167,Spain,13450
Avrillé,47.5069,-0.5889,France,14065
Fort Carson,38.7403,-104.784,United States,14951
Tall Abyaḑ,36.6975,38.9567,Syria,14825
Pallasovka,50.05,46.8833,Russia,14940
Saint-Jean-de-Luz,43.3903,-1.6597,France,14198
Nobres,-14.72,-56.3278,Brazil,14938
Mantua,39.7618,-75.1686,United States,14941
Beech Grove,39.7157,-86.0871,United States,14937
Hewitt,31.452,-97.196,United States,14937
Nastola,60.9477,25.9301,Finland,14890
Thompson,41.6474,-74.6745,United States,14935
Levoča,49.0228,20.5906,Slovakia,14803
Magione,43.15,12.2,Italy,14815
Cassano delle Murge,40.8833,16.7667,Italy,14765
Cunit,41.1976,1.6345,Spain,13533
Tehachapi,35.1274,-118.4749,United States,14928
Buhuşi,46.715,26.7042,Romania,14562
Meerane,50.8519,12.4636,Germany,14208
Cabañas,14.9333,-89.8,Guatemala,14817
Nyzhnia Krynka,48.1144,38.1606,Ukraine,13927
Sisian,39.5208,46.0322,Armenia,14894
Nerchinsk,51.9833,116.5833,Russia,14919
Pugachev,52.0133,48.8025,Russia,14908
Gryazovets,58.8833,40.25,Russia,14916
Sukhinichi,54.1,35.35,Russia,14901
Pedro Velho,-6.4389,-35.2208,Brazil,14844
Vinci,43.7833,10.9167,Italy,14650
Impruneta,43.6854,11.2544,Italy,14618
Radomir,42.5467,22.9642,Bulgaria,14880
Busto Garolfo,45.5478,8.8867,Italy,13851
Astoria,46.1856,-123.8053,United States,14916
Shuichecun,24.09,116.0174,China,14792
Fritzlar,51.1333,9.2667,Germany,14744
Lons,43.315,-0.4108,France,13720
Candeias,-20.7669,-45.2758,Brazil,14888
Alamo,37.8546,-122.013,United States,14905
Paianía,37.95,23.85,Greece,14595
Santa Croce sull’ Arno,43.7202,10.7727,Italy,14627
Gīdolē,5.65,37.3667,Ethiopia,14799
Kondrovo,54.8064,35.9278,Russia,14857
Kizel,59.05,57.65,Russia,14883
Zmiiv,49.6878,36.3558,Ukraine,14848
Gondomar,42.1111,-8.7611,Spain,14702
Poděbrady,50.1425,15.1189,Czechia,14469
Jisr ez Zarqā,32.5379,34.9122,Israel,13962
Mascote,-15.5628,-39.3028,Brazil,14877
Taft,35.1267,-119.4242,United States,14898
Amersham,51.677,-0.603,United Kingdom,14384
Ferndale,48.8525,-122.5893,United States,14897
Victoria,12.45,124.3167,Philippines,14817
Namanga,-2.55,36.7833,Kenya,13193
Livingston,37.3875,-120.7248,United States,14896
Whitewater,42.8372,-88.7341,United States,14895
Clarksdale,34.1971,-90.5729,United States,14894
Romilly-sur-Seine,48.5158,3.7267,France,14328
West Lealman,27.8191,-82.7385,United States,14891
Mondolfo,43.7517,13.0956,Italy,14265
Vrbovec,45.8833,16.4333,Croatia,14797
Arona,45.7569,8.56,Italy,13966
Warragul,-38.15,145.9333,Australia,14276
Franklin Park,40.5903,-80.0999,United States,14885
Ramsey,41.0595,-74.1454,United States,14884
Palmital,-24.8928,-52.2028,Brazil,14865
Collecchio,44.7527,10.2157,Italy,14634
New Freedom,39.7353,-76.6967,United States,14882
Alpine,32.8439,-116.7585,United States,14878
Victor,42.9894,-77.4277,United States,14877
San Policarpo,12.1791,125.5072,Philippines,14687
Gafanha da Nazaré,40.6333,-8.7167,Portugal,14021
Château-d’Olonne,46.5042,-1.7372,France,14411
Phra Samut Chedi,13.5934,100.5801,Thailand,13082
Great Falls,39.011,-77.3013,United States,14872
Yankton,42.8901,-97.3926,United States,14872
Nzalat Laadam,32.0806,-7.93,Morocco,14838
London,39.8936,-83.4376,United States,14870
Fujisaki,40.6561,140.5025,Japan,14478
Oftringen,47.315,7.9236,Switzerland,13791
Rotenburg an der Fulda,50.995,9.7272,Germany,14676
Audincourt,47.4828,6.8397,France,13336
Markt Schwaben,48.1917,11.8681,Germany,13605
Ternitz,47.7167,16.0333,Austria,14632
Chegdomyn,51.1178,133.0241,Russia,14855
Pattensen,52.2645,9.7644,Germany,14636
Nioro,15.1833,-9.55,Mali,14421
Salem Lakes,42.5366,-88.1307,United States,14852
Bayeux,49.2786,-0.7039,France,13017
Petrolândia,-9.1828,-38.2689,Brazil,14850
Brooklyn Park,39.217,-76.6174,United States,14850
Saint-Brevin-les-Pins,47.2464,-2.1669,France,14118
Navashino,55.5333,42.2,Russia,14830
Hampton Bays,40.8692,-72.5227,United States,14848
Mions,45.6631,4.9531,France,13665
Spenge,52.1331,8.4831,Germany,14487
Grodzisk Wielkopolski,52.2333,16.3667,Poland,14697
Kontiolahti,62.7667,29.85,Finland,14827
Betsukai,43.3942,145.1175,Japan,14828
Huasuo,35.4043,107.0869,China,14610
Ighrem n’Ougdal,31.2282,-7.4237,Morocco,14804
Jackson,37.3792,-89.6521,United States,14836
Sai Buri,6.7012,101.6181,Thailand,14522
Uryzhar,47.09,81.6228,Kazakhstan,14826
Nevel,56.0167,29.9333,Russia,14819
Summerside,46.4,-63.7833,Canada,14829
Löbau,51.0944,14.6667,Germany,14643
Comox,49.6733,-124.9022,Canada,14828
Bom Lugar,-4.22,-45.0389,Brazil,14818
Karabanovo,56.3089,38.7014,Russia,14786
Fortim,-4.45,-37.7833,Brazil,14817
Wombourn,52.5302,-2.1857,United Kingdom,14157
Montelupo Fiorentino,43.7333,11.0167,Italy,14247
Amay,50.5478,5.3192,Belgium,14305
Maglie,40.1167,18.3,Italy,14196
El Paisnal,13.9667,-89.2167,El Salvador,14551
Cehegín,38.0925,-1.7989,Spain,14769
Katyr-Yurt,43.17,45.3711,Russia,14720
Nova Trento,-27.2867,-48.9303,Brazil,14782
Yazoo City,32.8618,-90.4067,United States,14817
Mount Washington,38.043,-85.5549,United States,14817
Upanema,-5.6419,-37.2578,Brazil,14800
Sylvan Lake,52.3083,-114.0964,Canada,14816
Jacksonville,31.9642,-95.2617,United States,14815
California,38.2969,-76.4949,United States,14815
Vennesla,58.3106,7.8569,Norway,14774
Orbetello,42.4394,11.2125,Italy,14744
Anao-aon,9.7333,125.4167,Philippines,14552
Guilford,39.8812,-77.601,United States,14808
Ivanić-Grad,45.7081,16.3947,Croatia,14723
Bissendorf,52.2333,8.1667,Germany,14655
Grimes,41.6776,-93.7946,United States,14804
Andorinha,-10.345,-39.8328,Brazil,14791
Tabuse,33.9547,132.0414,Japan,14515
Buritirama,-5.5928,-47.0178,Brazil,14784
Presidente Dutra,-11.2958,-41.9869,Brazil,14712
Bangui,18.5333,120.7667,Philippines,14672
Huizúcar,13.5833,-89.2333,El Salvador,14465
Tepetzintla,21.1647,-97.8528,Mexico,14736
Bellair-Meadowbrook Terrace,30.1796,-81.7375,United States,14800
Obanazawa,38.6008,140.4058,Japan,14760
Lamont,35.2651,-118.9159,United States,14799
Castel San Giorgio,40.7833,14.7,Italy,13784
Lebanon,37.6717,-92.6603,United States,14798
Dorfen,48.2667,12.15,Germany,14650
Roncade,45.6246,12.3766,Italy,14561
Lalībela,12.0356,39.0462,Ethiopia,14668
Morpeth,55.1675,-1.6908,United Kingdom,14017
Aït Yaïch,36.5811,4.3303,Algeria,14439
Ekenäs,59.975,23.4361,Finland,14784
Rixheim,47.7486,7.4044,France,14071
Villa San Giovanni,38.2167,15.6333,Italy,13667
Correia Pinto,-27.585,-50.3608,Brazil,14785
Shimubi,19.1645,110.3043,China,14702
Cidelândia,-5.1739,-47.7819,Brazil,14777
Lauchhammer,51.5,13.8,Germany,14622
Saint Joseph,10.65,-61.4167,Trinidad And Tobago,14376
Sidmant al Jabal,29.0856,30.9344,Egypt,13119
Tubaran,7.7167,124.1667,Philippines,14749
Bhalil,33.85,-4.8667,Morocco,12997
Ambérieu-en-Bugey,45.9581,5.3578,France,14204
Novi Iskar,42.8031,23.3436,Bulgaria,13768
Piano di Sorrento,40.6333,14.4111,Italy,13008
Maydolong,11.5,125.5,Philippines,14743
Rokycany,49.7428,13.5946,Czechia,14313
Hot Springs Village,34.6568,-92.9644,United States,14779
St. Simons,31.1774,-81.3857,United States,14778
Berettyóújfalu,47.2167,21.55,Hungary,14690
Campbellsville,37.3446,-85.3511,United States,14772
Muri,46.9319,7.4872,Switzerland,13058
Kushimoto,33.4725,135.7814,Japan,14661
Xexéu,-8.8019,-35.6269,Brazil,14757
Nishinoomote,30.7325,130.9975,Japan,14694
Usingen,50.334,8.5372,Germany,14505
Malsch,48.8808,8.3342,Germany,14482
Broome,-17.9619,122.2361,Australia,14445
Roquebrune-sur-Argens,43.4433,6.6378,France,14626
Tsivilsk,55.8667,47.4833,Russia,14718
Ledyard,41.44,-72.0167,United States,14761
Danilov,58.1833,40.1833,Russia,14746
Maqat,47.65,53.3167,Kazakhstan,14756
Vargem da Roça,-11.6069,-40.1369,Brazil,14729
Monteroni di Lecce,40.3333,18.1,Italy,13923
San Ramón,-11.1247,-75.3569,Peru,14708
Çiçekdağı,39.6036,34.4158,Turkey,14735
Bedford,38.8602,-86.4895,United States,14752
Oulad Driss,31.9536,-8.2053,Morocco,14716
Trinitapoli,41.35,16.1,Italy,14649
Nocatee,30.0918,-81.4097,United States,14747
Tonawanda,43.0105,-78.8805,United States,14745
Soledade,-7.0569,-36.3628,Brazil,14714
Lope de Vega,12.2983,124.6238,Philippines,14687
Bang Racham,14.8864,100.3235,Thailand,14577
Cambridge,40.0221,-81.5868,United States,14736
Angical,-12.0069,-44.6939,Brazil,14724
Bad Wurzach,47.9094,9.8994,Germany,14651
Governador Celso Ramos,-27.315,-48.5589,Brazil,14606
Pilisvörösvár,47.6211,18.9108,Hungary,14148
Wymondham,52.57,1.116,United Kingdom,14405
Arzgir,45.3736,44.2208,Russia,14722
Xincun,27.6739,103.8739,China,14614
Kinogitan,8.9855,124.7937,Philippines,14391
Ashiya,33.8939,130.6639,Japan,13559
Holliston,42.1977,-71.445,United States,14724
Montataire,49.2556,2.4383,France,13461
Wschowa,51.8,16.3,Poland,14607
Great Baddow,51.719,0.507,United Kingdom,14650
Berck-sur-Mer,50.4083,1.5928,France,13791
Calera,33.1249,-86.745,United States,14717
Ochakiv,46.6186,31.5392,Ukraine,14705
Budakeszi,47.5111,18.93,Hungary,14330
Travagliato,45.524,10.0797,Italy,13930
Sanjiang Nongchang,19.8798,110.6011,China,14147
Massaranduba,-26.6108,-49.0078,Brazil,14674
Tolland,41.8786,-72.3648,United States,14713
Stein bei Nürnberg,49.4167,11.0167,Germany,13996
Patnanungan,14.7833,122.1833,Philippines,14606
Askim,59.5832,11.1629,Norway,14488
Raamsdonk,51.6878,4.9081,Netherlands,13658
Port Augusta,-32.4925,137.7658,Australia,13799
Carmen de Areco,-34.3833,-59.8167,Argentina,14692
Rehlingen-Siersburg,49.3686,6.6786,Germany,14469
Lubbeek,50.8817,4.8414,Belgium,14393
Youngsville,30.0964,-91.9963,United States,14704
Tayum,17.6165,120.6553,Philippines,14467
Candiba,-14.4108,-42.8669,Brazil,14667
Royse City,32.9762,-96.3175,United States,14702
Brazópolis,-22.4739,-45.6078,Brazil,14661
Ardestān,33.3797,52.3725,Iran,14698
Farnborough,51.3591,0.0741,United Kingdom,14632
Azalea Park,28.5473,-81.2956,United States,14700
Versoix,46.2833,6.1667,Switzerland,13422
Hulyaypole,47.6644,36.2632,Ukraine,14678
Pomorie,42.5569,27.6405,Bulgaria,14634
Lauda-Königshofen,49.5686,9.7039,Germany,14542
Bischofsheim,49.989,8.355,Germany,13230
Hartsville,34.3676,-80.0833,United States,14693
Worthington,40.0949,-83.021,United States,14692
Zontecomatlán de López y Fuentes,20.7667,-98.3333,Mexico,14620
Penrith,-33.7511,150.6942,Australia,13295
North Fayette,40.4204,-80.2246,United States,14687
Gland,46.4167,6.2667,Switzerland,13106
Ihtiman,42.4333,23.8167,Bulgaria,14656
‘Alavīcheh,33.0528,51.0825,Iran,14550
Troon,55.54,-4.66,United Kingdom,14680
Mascali,37.7578,15.1958,Italy,14301
Nyagatare,-1.2947,30.3272,Rwanda,14320
Cafelândia,-24.6178,-53.32,Brazil,14662
Saint-Jacques-de-la-Lande,48.0903,-1.6956,France,13533
Condoto,5.0917,-76.65,Colombia,14660
Brad,46.1294,22.79,Romania,14495
Bollullos par del Condado,37.3358,-6.5364,Spain,14387
General MacArthur,11.25,125.5333,Philippines,14550
Ottweiler,49.4014,7.1634,Germany,14358
Sanderstead,51.3358,-0.0818,United Kingdom,12777
Baiersbronn,48.5058,8.3711,Germany,14592
Plérin,48.5344,-2.7708,France,14158
Abong Mbang,3.9833,13.1667,Cameroon,14661
Latiano,40.5333,17.7167,Italy,14403
Zollikon,47.3422,8.5783,Switzerland,13008
Simões,-7.5989,-40.8178,Brazil,14649
Las Vegas,35.6011,-105.2206,United States,14662
Ban Kaeng,16.4119,102.0402,Thailand,14536
Alfredo Chaves,-20.635,-40.75,Brazil,14636
Bicas,-21.725,-43.0589,Brazil,14554
Noya,42.7833,-8.8833,Spain,14274
Southern Pines,35.1927,-79.404,United States,14657
Gouré,13.9874,10.27,Niger,14639
Cicciano,40.9667,14.5333,Italy,12897
Lopik,51.9722,4.9464,Netherlands,14473
Djanet,24.555,9.4853,Algeria,14655
Forster,-32.1806,152.5117,Australia,13740
Hershey,40.2806,-76.6458,United States,14654
Tepecoyo,13.7003,-89.4678,El Salvador,14322
Berea,34.8802,-82.4653,United States,14652
Saraland,30.8478,-88.1004,United States,14649
Ipauçu,-23.0569,-49.6267,Brazil,14579
Kuurne,50.8519,3.2861,Belgium,13318
El Dorado,37.8209,-96.8614,United States,14648
Darłowo,54.4167,16.4167,Poland,13943
Manor,30.3562,-97.5228,United States,14642
Williamstown,39.6874,-74.9786,United States,14641
Matias Barbosa,-21.8689,-43.3189,Brazil,14548
Chelsfield,51.3582,0.1278,United Kingdom,14507
Jever,53.5744,7.9008,Germany,14301
Eberbach,49.4667,8.9833,Germany,14460
Wilbraham,42.127,-72.4308,United States,14638
Bacuag,9.6081,125.6405,Philippines,14486
Paradise Valley,33.5434,-111.9595,United States,14637
Radomyshl,50.4947,29.2333,Ukraine,14607
Santa Maria do Suaçuí,-18.19,-42.4139,Brazil,14611
Alzano Lombardo,45.7317,9.7283,Italy,13637
Pastores,14.59,-90.75,Guatemala,13902
Klášterec nad Ohří,50.3846,13.1714,Czechia,14365
Pewaukee,43.0701,-88.2411,United States,14631
Lapua,62.9708,23.0069,Finland,14609
Washington,39.7494,-77.558,United States,14627
Náfplio,37.5667,22.8,Greece,14203
Heswall,53.328,-3.099,United Kingdom,13401
Roncq,50.7536,3.1203,France,13361
Urbino,43.7252,12.6372,Italy,14558
Ayt ’Attou ou L’Arbi,31.5456,-8.2967,Morocco,14544
Priverno,41.4667,13.1833,Italy,14365
Mocha,13.3167,43.25,Yemen,14562
Langwedel,52.9999,9.1732,Germany,14423
Warwick,40.2502,-75.0818,United States,14612
Olsberg,51.35,8.4833,Germany,14489
Windham,42.8076,-71.2994,United States,14610
Cadaval,39.25,-9.1,Portugal,14525
Néa Alikarnassós,35.3286,25.1644,Greece,12925
Oschatz,51.3003,13.1072,Germany,14349
Villa Yapacaní,-17.4028,-63.885,Bolivia,14589
Río Branco,-32.5969,-53.385,Uruguay,14604
Majia,35.4599,103.2076,China,14391
Bezou,32.0833,-7.05,Morocco,14072
Boninal,-12.7019,-41.8278,Brazil,14585
Ústí nad Orlicí,49.9739,16.3937,Czechia,14209
Saint-Genis-Pouilly,46.2433,6.0214,France,13243
Boula’wane,32.8625,-8.0611,Morocco,14485
Gonzalez,30.5822,-87.2906,United States,14598
Curuá,-1.8878,-55.1169,Brazil,14587
Port Orchard,47.5163,-122.661,United States,14597
Yanhewan,36.7523,109.3677,China,14499
San Julian,11.7536,125.4558,Philippines,14498
Boa Nova,-14.3628,-40.2078,Brazil,14577
Guaraniaçu,-25.1008,-52.8778,Brazil,14582
Forest City,28.6619,-81.4443,United States,14592
Apuiarés,-3.9489,-39.4319,Brazil,14565
Qazyqurt,41.7598,69.388,Kazakhstan,14563
Pucioasa,45.0742,25.4342,Romania,14254
Zemamra,32.6215,-8.7022,Morocco,13279
Santa Branca,-23.3969,-45.8839,Brazil,14534
Breza,44.021,18.261,Bosnia And Herzegovina,14564
Tibau do Sul,-6.1869,-35.0919,Brazil,14440
Bosobolo,4.1904,19.88,Congo (Kinshasa),14553
Douarnenez,48.0922,-4.3303,France,14015
Santa Filomena,-8.1628,-40.6158,Brazil,14562
Muscle Shoals,34.7436,-87.6344,United States,14575
Jennings,38.723,-90.2644,United States,14575
Tlayacapan,18.9556,-98.9811,Mexico,14467
Henderson,32.1576,-94.796,United States,14569
Stanytsia Luhanska,48.6667,39.4667,Ukraine,14543
Boa Esperança do Sul,-21.9925,-48.3908,Brazil,14546
Leno,45.3703,10.2167,Italy,14322
Connersville,39.6581,-85.141,United States,14566
Royal Kunia,21.4053,-158.0318,United States,14565
Neustadt an der Donau,48.8,11.7667,Germany,14409
Maxcanú,20.5833,-89.9833,Mexico,12621
Caldas,-21.9239,-46.3858,Brazil,14541
Much,50.9167,7.4,Germany,14374
Goonellabah,-28.815,153.3178,Australia,12900
Antequera,9.7812,123.8975,Philippines,14425
Tsimlyansk,47.6467,42.0947,Russia,14528
Ust’-Ordynskiy,52.833,104.7,Russia,14538
Metuchen,40.5424,-74.3628,United States,14543
Barra do Mendes,-11.81,-42.0589,Brazil,14526
Água Boa,-17.9958,-42.3889,Brazil,14524
Lieusaint,48.6322,2.5486,France,13410
Vatra Dornei,47.35,25.3667,Romania,14429
Kearsley,53.53,-2.37,United Kingdom,14212
Alterosa,-21.2489,-46.1428,Brazil,14517
Grain Valley,39.0168,-94.2085,United States,14526
Milnrow,53.6101,-2.1111,United Kingdom,13061
Bad Camberg,50.3,8.2667,Germany,14263
Villaviciosa,43.4833,-5.4333,Spain,14470
Iflissen,36.8636,4.2203,Algeria,14311
Tubod,9.562,125.571,Philippines,14206
Sopetrán,6.5017,-75.7433,Colombia,14453
Pinhalzinho,-22.78,-46.57,Brazil,14423
Mount Dora,28.8143,-81.6344,United States,14516
Cefalù,38.0395,14.0221,Italy,14298
Barroquinha,-3.0189,-41.1369,Brazil,14476
Skippack,40.2165,-75.419,United States,14513
Stezzano,45.6508,9.6528,Italy,13112
Langenselbold,50.1833,9.0333,Germany,13979
Wörgl,47.4831,12.0664,Austria,13811
Cuevas del Almanzora,37.3,-1.8667,Spain,14455
Uibaí,-11.3369,-42.1328,Brazil,14483
Oleggio,45.6,8.6333,Italy,14135
San Juan,10.65,-61.45,Trinidad And Tobago,13797
Scheemda,53.1667,6.9667,Netherlands,14368
Orikhiv,47.5677,35.7849,Ukraine,14479
Lotte,52.2764,7.9167,Germany,14135
Abony,47.1892,20.0053,Hungary,14392
Ceres,-29.8833,-61.95,Argentina,14499
Hola Prystan,46.5167,32.5167,Ukraine,14479
Squinzano,40.4333,18.05,Italy,14031
Progreso,32.5842,-115.5842,Mexico,12557
West Lincoln,43.0667,-79.5667,Canada,14500
Dryden,42.4786,-76.3563,United States,14498
Liedekerke,50.8667,4.0833,Belgium,13188
Krasnyy Kut,50.95,46.9667,Russia,14483
Pé de Serra,-11.8339,-39.6128,Brazil,14471
Manoel Vitorino,-14.145,-40.2428,Brazil,14488
Dueville,45.6333,11.55,Italy,13804
Alausí,-2.19,-78.85,Ecuador,14294
Wangjiaxian,36.5443,104.1496,China,14400
Bo’ness,56.0168,-3.6089,United Kingdom,14490
Schneeberg,50.5942,12.6456,Germany,13894
Torrijos,39.9833,-4.2814,Spain,13684
Fiesole,43.8,11.3,Italy,14150
Argentan,48.7444,-0.0203,France,13730
Glasgow,37.0047,-85.9263,United States,14485
Locorotondo,40.75,17.3167,Italy,14190
Little Falls,40.8762,-74.218,United States,14483
Casinhas,-7.7411,-35.7211,Brazil,14368
Branchburg,40.5629,-74.714,United States,14480
Fraser,42.5388,-82.9496,United States,14480
Riedisheim,47.7483,7.3669,France,12660
Ourtzagh,34.55,-4.9333,Morocco,14381
Rovinj,45.0833,13.6333,Croatia,14294
Sun Lakes,33.2172,-111.8695,United States,14473
Sidi Azzouz,31.7667,-7.6667,Morocco,14356
Wilsdruff,51.0522,13.5383,Germany,14297
Corinth,34.9474,-88.5143,United States,14472
Ulchin,37.002,129.4003,"Korea, South",14426
Gernsbach,48.7633,8.3342,Germany,14296
Dimiao,9.6167,124.1667,Philippines,14364
Mahinog,9.15,124.7833,Philippines,14038
Hartselle,34.4391,-86.94,United States,14466
East Bridgewater,42.0352,-70.9424,United States,14466
Ollioules,43.1394,5.8469,France,13771
Matane,48.85,-67.5333,Canada,14462
Arroio dos Ratos,-30.0769,-51.7289,Brazil,14177
Shamalgan,43.3775,76.62,Kazakhstan,14294
Thonotosassa,28.0465,-82.291,United States,14460
Hanover,42.1224,-70.8566,United States,14459
Tagalft,32.2381,-6.1194,Morocco,14423
Münsingen,48.4128,9.4953,Germany,14335
Zemrane,31.5339,-8.2672,Morocco,14338
Hlučín,49.8979,18.192,Czechia,13805
Fostoria,41.1601,-83.412,United States,14458
Tenafly,40.9175,-73.9531,United States,14453
Brooks,50.5642,-111.8989,Canada,14451
Taggia,43.8439,7.8509,Italy,14003
Amantea,39.1333,16.0667,Italy,13975
Tornesch,53.7,9.7167,Germany,13779
Immenstadt im Allgäu,47.5667,10.2167,Germany,14271
Gargždai,55.7,21.4,Lithuania,14402
Maisach,48.2167,11.2667,Germany,14179
Caselle Torinese,45.1833,7.65,Italy,13958
Beekman,41.6042,-73.6945,United States,14443
Yamada,39.4675,141.9489,Japan,14388
Sassenberg,51.9897,8.0408,Germany,14260
Zaouiat Moulay Bouchta El Khammar,34.4833,-5.1167,Morocco,14347
North Strabane,40.2279,-80.1488,United States,14437
Chaparral,32.0442,-106.4061,United States,14437
Gorssel,52.2,6.2,Netherlands,14281
Polyarnyye Zori,67.3658,32.4981,Russia,14421
Scottsboro,34.6438,-86.0491,United States,14436
Cliftonville,51.3881,1.4046,United Kingdom,12900
Ascensión,-15.6996,-63.08,Bolivia,14429
Shirebrook,53.2048,-1.2197,United Kingdom,13300
Leverano,40.2833,18.0833,Italy,14145
Dippoldiswalde,50.8933,13.6667,Germany,14293
Lockhart,28.6271,-81.4354,United States,14430
Middlewich,53.192,-2.443,United Kingdom,13595
Geldagana,43.2162,46.0381,Russia,14111
Haaren,51.6017,5.2228,Netherlands,14195
Thibodaux,29.7941,-90.8163,United States,14425
Marmeleiro,-26.1489,-53.0258,Brazil,14387
Marostica,45.7456,11.6553,Italy,14039
Igrapiúna,-13.8258,-39.1419,Brazil,14395
Sanpozhen,39.6683,115.4426,China,14365
Sainte-Anne-des-Plaines,45.7617,-73.8204,Canada,14421
Washington,38.5514,-91.0151,United States,14417
Bom Princípio,-29.4889,-51.3528,Brazil,14255
Itinga,-16.6128,-41.765,Brazil,14407
Ilhota,-26.9,-48.8269,Brazil,14359
Paranhos,-23.8928,-55.4308,Brazil,14404
San Andrés Timilpan,19.8667,-99.7333,Mexico,14335
Sainte-Maxime,43.3089,6.6378,France,14240
Port Hedland,-20.31,118.6011,Australia,14320
Fisciano,40.7667,14.8,Italy,13967
Cotegipe,-12.0278,-44.2578,Brazil,14403
Peumo,-34.4,-71.1667,Chile,14313
Taglio,45.0167,12.2167,Italy,14298
Chudovo,59.1281,31.6592,Russia,14394
Hettstedt,51.6333,11.5,Germany,14023
Beasain,43.0458,-2.1894,Spain,13938
Pazar,40.2759,36.2832,Turkey,14335
Alginet,39.2625,-0.4683,Spain,13827
Bradley Gardens,40.5711,-74.6678,United States,14400
Schiffdorf,53.5355,8.6622,Germany,14274
Hanover,40.8197,-74.4287,United States,14399
Det Udom,14.906,105.0784,Thailand,14264
Lagangilang,17.6103,120.7344,Philippines,14255
San Cristóbal,-30.3105,-61.2372,Argentina,14389
Greenlawn,40.863,-73.3642,United States,14392
Wulong,23.3202,112.1901,China,14207
Robbinsdale,45.0261,-93.3332,United States,14389
Valday,57.9667,33.25,Russia,14379
Pak Thong Chai,14.7302,102.0263,Thailand,14272
Carlópolis,-23.425,-49.7208,Brazil,14356
Yanshuiguan,36.8656,110.3536,China,14331
Eching,48.3,11.6167,Germany,14010
Tafrant,34.625,-5.1242,Morocco,14246
Clewiston,26.7529,-80.9399,United States,14383
